,annotation,id,name,parents,steps,tags
957,,ef49a282fb8878d4,Shotgun workflow (imported from API) (imported from uploaded file),"{1: [], 2: [], 3: [2], 4: [3], 5: [3], 6: [4], 7: [4], 8: [4], 9: [4, 5], 10: [7], 11: [8], 12: [9, 4], 13: [9, 4], 14: [9], 15: [9], 16: [11]}","[fastqc, trim_galore, vsearch_dereplication, metaphlan2, bg_sortmerna, format_metaphlan2_output, metaphlan2krona, export2graphlan, humann2, taxonomy_krona_chart, graphlan_annotate, combine_metaphlan2_humann2, combine_metaphlan2_humann2, humann2_genefamilies_genus_level, group_humann2_uniref_abundances_to_go, graphlan]",
958,,e558861aa209a0db,Workflow constructed from history 'day3',"{7: [], 8: [], 9: [], 10: [8], 11: [9], 12: [9], 13: [9], 14: [11], 15: [13], 16: [14], 17: [15], 18: [17], 19: [18]}","[CONVERTER_interval_to_bedstrict_0, peakcalling_macs14, get_flanks1, cshl_awk_tool, gops_intersect_1, gops_subtract_1, Extract genomic DNA 1, Count1, fasta2tab, barchart_gnuplot, Show beginning1, tab2fasta, meme_meme]",
959,,e039905a1a9bef29,PEPP_v0,"{2: [], 3: [], 4: [2], 5: [2], 6: [3], 7: [4], 8: [7], 9: [8], 10: [9], 11: [10], 12: [11], 13: [12], 14: [13], 15: [14], 16: [5, 15], 17: [6, 15], 18: [15], 19: [16, 17], 20: [19], 21: [20], 22: [18, 21]}","[bamFilter, bamFilter, bedtools_bamtobed, bam_to_sam, bam_to_sam, tp_cat, tp_awk_tool, Filter1, DatamashOps, tp_awk_tool, tp_sort_header_tool, blockbuster, p_clip_peaks, tp_awk_tool, htseq_count, htseq_count, tp_awk_tool, deseq2, tp_sort_header_tool, Filter1, comp1]",
960,,e1ff4a87fd8ebd5d,imported: genVAST:VC-SamTools-Pipeline,"{2: [], 3: [2], 4: [3], 5: [4], 6: [5]}","[samtools_mpileup, bcftools_view, snpSift_filter, snpSift_annotate, snpEff]",
961,,9e16eada108024a5,VC-Varscan-Pipeline,"{3: [], 4: [3], 5: [4], 6: [5], 7: [6], 8: [7], 9: [8]}","[bowtie2, rgPicardMarkDups, picard_ReorderSam, freebayes, vcffilter, snpSift_annotate, snpEff]",
962,,95f731e461437ad4,Copy of 'ChIPseq PE' shared by 'ralf.gilsbach@pharmakol.uni-freiburg.de',{1: []},[deeptools_bam_coverage],
963,,9d1db5f0d8e9f984,Workflow constructed from history 'Rna-Seq WS',"{3: [], 4: [], 5: [], 6: [5], 7: [6], 8: [6]}","[fastqc, fastqc, tophat2, htseq_count, sort1, sort1]",
964,,9cebb41b88cefeb2,Galaxy Course Intro,"{2: [], 3: [], 4: [2], 5: [4], 6: [5], 7: [3, 6], 8: [7]}","[tp_replace_in_column, get_flanks1, tp_replace_in_column, tp_replace_in_column, CONVERTER_interval_to_bed_0, gops_intersect_1, Grouping1]",
965,,92564faa4e1ee49b,Tophat2,{0: []},[tophat2],
966,,9853534618198313,Proper unique on a column,"{1: [], 2: [1], 3: [2]}","[Cut1, sort1, cshl_uniq_tool]",
967,,9d79528d2209aae1,intron exon,"{4: [], 5: [], 6: [4, 5], 7: [6], 8: [7], 9: [8]}","[htseq_count, htseq_count, join1, Add_a_column1, Cut1, join1]",
968,,945dc943219d4447,Intersect and Filter,"{0: [], 1: [0]}","[bedtools_multiintersectbed, Filter1]",
969,,9a2098decec11ee1,CSV to Proteome,"{1: [], 2: [1], 3: [2], 4: [3]}","[Grep1, Convert characters1, tab2fasta, EMBOSS: transeq101]",
970,,96648901c54e3cc1,Workflow constructed from history 'Galaxy Course Day 1 - part 1',"{2: [], 3: [2], 4: [3]}","[gops_intersect_1, Count1, barchart_gnuplot]",
971,,9c32d9a15a897c69,flagstat,{1: []},[samtools_flagstat],
972,,92f0cee883e9ee69,ChIP-Seq_2017-part1,"{1: [], 2: [], 3: [1], 4: [1], 5: [4], 6: [5], 7: [5]}","[trimmomatic, fastqc, fastqc, bwa_wrapper, sam_to_bam, deeptools_bam_coverage, samtools_idxstats]",
973,,96089af64a5aa137,Hisat2,"{2: [], 3: [2], 4: [3], 5: [3]}","[trim_galore, hisat2, samtools_rmdup, samtools_flagstat]",
974,,9c58aa77aaa3df72,methyl bed to bigwig,"{1: [], 2: [1], 3: [2], 4: [3]}","[Filter1, Add_a_column1, Cut1, wig_to_bigWig]",
975,,970ac38b70fd3625,1round-rnafold-filter-failed,"{1: [], 2: [1], 3: [2], 4: [1, 3], 5: [1, 4], 6: [1, 5], 7: [1, 6], 8: [6, 7], 9: [8], 10: [9], 11: [1, 10], 12: [1, 11, 6]}","[preproc, viennarna_rnafold, structure_to_gspan, nspdk_sparse, NSPDK_candidateClust, preMloc, locarna_best_subtree, cmFinder, infernal_cmbuild, __FILTER_FAILED_DATASETS__, infernal_cmsearch, glob_report]",
976,,9c514644e96618b3,RNAseq human analysis,"{1: [], 2: [], 3: [2], 4: [2]}","[fastqc, trim_galore, fastqc, tophat2]",
977,,9b50be12efc38262,Workflow constructed from history 'Unnamed history',"{0: [], 1: [0], 2: [1], 3: [2]}","[cshl_grep_tool, trimmer, Convert characters1, Cut1]",
978,,99959faf567fa4a7,HEK ID,"{2: [], 3: [2], 4: [3], 5: [4]}","[XTandemAdapter, PeptideIndexer, FalseDiscoveryRate, FileInfo]",
979,,9d8b47d2ca1d0ae5,Where do my peaks fall?,"{2: [], 3: [], 4: [2], 5: [3], 6: [], 7: [5], 8: [6], 9: [8], 10: [9, 7], 11: [10]}","[bedtools_intersectbed_bam, bedtools_intersectbed_bam, sort1, wc_gnu, cshl_awk_tool, addValue, cshl_uniq_tool, Count1, cat1, barchart_gnuplot]",
980,,9cb87490ff6c8edc,Workflow constructed from history 'Einführung',"{2: [], 3: [], 4: [2], 5: [4], 6: [3, 5], 7: [6]}","[cshl_awk_tool, get_flanks1, tp_replace_in_line, tp_replace_in_line, gops_intersect_1, Count1]",
981,,9103255881d77240,DEX-Seq,{2: []},[dexseq_count],
982,,9f7ac1882d69331d,PEPP_naivepeak_v4mergelarger,"{2: [], 3: [], 4: [2], 5: [3], 6: [4], 7: [5], 8: [6], 9: [7], 10: [8], 11: [9], 12: [10, 11], 13: [12], 14: [13], 15: [14], 16: [15], 17: [16], 18: [17, 2], 19: [17, 3], 20: [17], 21: [18, 19], 22: [21], 23: [22], 24: [22], 25: [20, 23], 26: [24, 20]}","[bamFilter, bamFilter, bamFilter, bamFilter, bedtools_bamtobed, bedtools_bamtobed, sort1, sort1, bedtools_mergebed, bedtools_mergebed, tp_cat, sort1, bedtools_mergebed, tp_awk_tool, bed2gff1, tp_awk_tool, htseq_count, htseq_count, tp_awk_tool, deseq2, tp_sort_header_tool, Filter1, Filter1, comp1, comp1]",
983,,97e3500d3f75f801,Quality checks with deepTools - without GC bias computation,"{2: [], 3: []}","[bamCorrelate_deepTools, bamFingerprint]",
984,,952030640bdd6e06,named_copy_bctools_map_bt2_hg19_v7_stats,"{2: [], 3: [2], 4: [2], 5: [3], 6: [4], 7: [6], 8: [7], 9: [7], 10: [8], 11: [9], 12: [11], 13: [11], 14: [11], 15: [12], 16: [13], 17: [14], 18: [10, 5, 15]}","[secretbt2test, samtools_flagstat, bam_to_sam, tp_awk_tool, tp_awk_tool, extract_aln_ends.py, wc_gnu, merge_pcr_duplicates.py, tp_awk_tool, rm_spurious_events.py, wc_gnu, bedtools_genomecoveragebed_bedgraph, coords2clnt.py, tp_awk_tool, wig_to_bigWig, piranha, cat1]",
985,,9254b392fd482abd,"Aptamer Seq Analysis - single reads, sequential clipping","{1: [], 2: [], 3: [2], 4: [3], 5: [4], 6: [5], 7: [6], 8: [7]}","[fastqc, cutadapt, cutadapt, fastq_to_fasta_python, fasta2tab, Grouping1, tp_sort_header_tool, tp_head_tool]",
986,,9b61c60777cf146f,UMI -- Flash,"{2: [], 3: [2], 4: [3], 5: [4], 6: [5]}","[__UNZIP_COLLECTION__, flexbar_no_split, umi_tools_extract, umi_tools_extract, umi_tools_group]",
987,,9f0f9687c7ad254a,-->Cuffcompare-->Filter J,"{3: [], 4: [3]}","[cuffcompare, Filter1]",
988,,9f5918d047c945a9,Workflow constructed from history 'Galaxy Introduction (course day 1)',"{2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [3], 9: [8], 10: [9], 11: [9], 12: [11, 7], 13: [12], 14: [13], 15: [13]}","[tp_tail_tool, tp_replace_in_column, tp_tail_tool, tp_tail_tool, tp_tail_tool, get_flanks1, tp_replace_in_column, tp_replace_in_column, tp_tail_tool, CONVERTER_interval_to_bed_0, gops_intersect_1, Grouping1, tp_sort_header_tool, tp_sort_header_tool]",
989,,9013e561e11d64d4,RNA-seq-prep,"{3: [], 4: [3], 5: [4]}","[tophat2, samtools_sort, htseq_count]",
990,,976c6334fc5d03f2,Workflow constructed from history 'Unnamed history',"{3: [], 4: [], 5: [], 6: [5], 7: [6], 8: [7], 9: [8]}","[EMBOSS: water107, EMBOSS: water107, EMBOSS: water107, cshl_grep_tool, trimmer, Convert characters1, Cut1]",
991,,96a4d2d001e4561a,Workflow constructed from history 'fuzzpro CYP-Finder - cassia young',"{0: [], 1: [], 2: [], 3: []}","[tp_replace_in_line, comp1, comp1, ncbi_blastp_wrapper]",
992,,9f6d7e4beec33a4f,Sort and destrand,"{0: [], 1: [0], 2: [1], 3: [2]}","[mergeCols1, sort1, Cut1, methtools_destrand]",
993,,978225bd72f76d43,Hg19 long RNA-Seq tophat directional single,"{3: [], 4: [3], 5: [4], 6: [4]}","[tophat2, rseqc_bam2wig, wig_to_bigWig, wig_to_bigWig]",
994,,9b1ca5b04e0b6ba6,MACS2,"{2: [], 3: [2], 4: [3]}","[macs2_callpeak, Cut1, addValue]",
995,,9d805d34e396c3de,Workflow constructed from history 'exom seq',"{2: [], 3: [2], 4: [3], 5: [4], 6: [5]}","[freebayes, vcfallelicprimitives, snpSift_filter, snpSift_annotate, snpEff]",
996,,942f59ba0371360c,Where do my peaks fall?,"{2: [], 3: [], 4: [2], 5: [3], 6: [4], 7: [5], 8: [6], 9: [8], 10: [9, 7], 11: [10]}","[bedtools_intersectbed_bam, bedtools_intersectbed_bam, sort1, wc_gnu, cshl_awk_tool, addValue, cshl_uniq_tool, Count1, cat1, barchart_gnuplot]",
997,,965aff8287c91fa8,tails triple dimethyl OpenMS2.1,"{2: [], 3: [2], 4: [3], 5: [3], 6: [3], 7: [4], 8: [5], 9: [6], 10: [], 11: [10], 12: [11], 13: [12], 14: [13], 15: [2, 14], 16: [15], 17: [16], 18: [17], 19: [18]}","[FeatureFinderMultiplex, HighResPrecursorMassCorrector, MSGFPlusAdapter, MSGFPlusAdapter, MSGFPlusAdapter, PeptideIndexer, PeptideIndexer, PeptideIndexer, IDMerger, ConsensusID, PeptideIndexer, FalseDiscoveryRate, IDFilter, IDMapper, IDConflictResolver, FileFilter, FileMerger, MzTabExporter]",TAILS
998,,9752b44f6a55e197,ChIP-Seq workflow,"{4: [], 5: [], 6: [4], 7: [5], 8: [6, 7], 9: [6, 7], 10: [8], 11: [8], 12: [9], 13: [9], 14: [10], 15: [11], 16: [12], 17: [13], 18: [15], 19: [17], 20: [18], 21: [19], 22: [20], 23: [21]}","[peakcalling_macs14, get_flanks1, cshl_awk_tool, cshl_awk_tool, gops_intersect_1, gops_subtract_1, Count1, Extract genomic DNA 1, Count1, Extract genomic DNA 1, barchart_gnuplot, fasta2tab, barchart_gnuplot, fasta2tab, Show beginning1, Show beginning1, tab2fasta, tab2fasta, meme_meme, meme_meme]",
999,,9a072d9855c463db,workflow_bulk_MARS-seq:quantification,"{3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: [], 11: [], 12: [], 13: [], 14: [], 15: [], 16: [14], 17: [15], 18: [15], 19: [17], 20: [18], 21: [20]}","[sample_seqs, umi_tools_extract, sample_seqs, sample_seqs, sample_seqs, sample_seqs, sample_seqs, sample_seqs, sample_seqs, tp_cat, tp_cat, fastqc, trim_galore, multiqc, fastqc, rna_star, multiqc, umi_tools_dedup, featurecounts]",
1000,,9210e1bfb734612f,Day4 - Exome Sequencing,"{2: [], 3: [2], 4: [3], 5: [4], 6: [5]}","[freebayes, vcfallelicprimitives, snpSift_filter, snpSift_annotate, snpEff]",
1001,,91c08712fd78dd10,Workflow constructed from history 'Galaxy intro with cell paper',"{2: [], 3: [], 4: [2], 5: [4], 6: [3, 5], 7: [6]}","[cshl_awk_tool, get_flanks1, tp_replace_in_column, tp_replace_in_column, bedtools_intersectbed, Count1]",
1002,,9fd45de043102d96,getBigOpposites v7 improve_pairs,"{3: [], 4: [], 5: [3], 6: [3], 7: [3], 8: [3], 9: [4], 10: [9], 11: [9], 12: [9], 13: [10], 14: [11], 15: [12], 16: [13], 17: [13], 18: [16], 19: [17], 20: [18], 21: [20], 22: [21], 23: [5, 22], 24: [22, 6], 25: [24, 23], 26: [25], 27: [26], 28: [27], 29: [28, 22], 30: [29, 7], 31: [8, 29]}","[bedtools_sortbed, tp_cat, tp_awk_tool, tp_awk_tool, gene2exon1, gene2exon1, bedtools_sortbed, bedtools_mergebed, bedtools_genomecoveragebed_bedgraph, bedtools_genomecoveragebed_bedgraph, tp_awk_tool, wig_to_bigWig, wig_to_bigWig, bedtools_closestbed, bedtools_closestbed, tp_awk_tool, tp_awk_tool, tp_awk_tool, bedtools_sortbed, bedtools_mergebed, bedtools_intersectbed, bedtools_intersectbed, tp_cat, bedtools_sortbed, bedtools_mergebed, tp_awk_tool, bedtools_intersectbed, bedtools_intersectbed, bedtools_intersectbed]",
1003,,9b85567211f6479a,xTandem_Labelfree_Peptide_HEK_Ecoli,"{2: [], 3: [], 4: [3], 5: [4], 6: [2, 5], 7: [5], 8: [5], 9: [6], 10: [9], 11: [10], 12: [11], 13: [11], 14: [11]}","[FeatureFinderMultiplex, XTandemAdapter, PeptideIndexer, FalseDiscoveryRate, IDMapper, FileInfo, MzTabExporter, FeatureLinkerUnlabeledQT, IDConflictResolver, ConsensusMapNormalizer, TextExporter, FileInfo, MzTabExporter]",
1004,,9fedd2a4a591b4e2,Workflow constructed from history 'Joachims Workflow',"{1: [], 2: [1]}","[tp_sort_header_tool, barchart_gnuplot]",
1005,,90574f6265c1d530,Workflow constructed from history '160222 intersection of published data',"{2: [], 3: [], 4: [2], 5: [4], 6: [3, 4], 7: [6]}","[tp_replace_in_column, get_flanks1, tp_replace_in_column, CONVERTER_interval_to_bed_0, gops_intersect_1, Count1]",
1006,,9e3d1824144c3bbf,"Add ""chr"" at beginning of each line",{1: []},[cshl_awk_tool],
1007,,96fcc4521e52f655,Finding 3 genes close to each other,"{4: [], 5: [4], 6: [4], 7: [4], 8: [5], 9: [6], 10: [7], 11: [8], 12: [9], 13: [10], 14: [11], 15: [12], 16: [13], 17: [14], 18: [15], 19: [16], 20: [18], 21: [19], 22: [20], 23: [21], 24: [17, 22], 25: [24, 23], 26: [25], 27: [26]}","[ncbi_makeblastdb, ncbi_tblastn_wrapper, ncbi_tblastn_wrapper, ncbi_tblastn_wrapper, Cut1, Cut1, Cut1, Add_a_column1, Add_a_column1, Add_a_column1, Add_a_column1, Add_a_column1, Add_a_column1, Cut1, Add_a_column1, Add_a_column1, Add_a_column1, Add_a_column1, Cut1, Cut1, gops_intersect_1, gops_intersect_1, sort1, Grouping1]","tblastn,gene,cluster"
1008,,9ce3068f3c47f660,Galaxy Introduction Extraction,"{2: [], 3: [], 4: [2], 5: [3], 6: [5], 7: [4, 6], 8: [7], 9: [8]}","[get_flanks1, tp_replace_in_column, CONVERTER_interval_to_bed_0, tp_replace_in_column, tp_replace_in_column, gops_intersect_1, Grouping1, tp_sort_header_tool]",
1009,,9f0afe427e5b3496,FLASH_prep_v1,"{4: [], 5: [], 6: [4], 7: [4], 8: [5], 9: [5], 10: [7], 11: [10], 12: [10, 11, 6], 13: [12], 14: [12], 15: [8, 12, 13], 16: [9, 12, 14]}","[flexbar_no_split, tp_sed_tool, remove_tail.py, extract_bcs.py, tp_awk_tool, tp_awk_tool, extract_bcs.py, convert_bc_to_binary_RY.py, flexbar_split_RR_bcs, extract_bcs.py, extract_bcs.py, flexbardsc, flexbardsc]",
1010,,95cd60cb6ded6015,mm9 mapping Tophat,"{4: [], 5: [], 6: [4, 5], 7: [6], 8: [6], 9: [6], 10: [8], 11: [10], 12: [10], 13: [11], 14: [12]}","[fastq_groomer, fastq_groomer, trim_galore, fastqc, tophat2, fastqc, samtools_rmdup, rseqc_bam2wig, cufflinks, wig_to_bigWig, Extract_features1]",
1011,,9173c74bc4c09c19,sort,{1: []},[tp_sort_header_tool],
1012,,93cfedaed7fd6981,"Add ""chr"" at beginning of each line",{1: []},[cshl_awk_tool],
1013,,90263b7d6f4e524f,1) Cuffdiff   von HLHS to DAVID,"{1: [], 2: [1], 3: [2], 4: [3], 5: [4], 6: [4], 7: [5], 8: [6]}","[Filter1, Filter1, Filter1, tp_sort_header_tool, Filter1, Filter1, hgv_david, hgv_david]",
1014,,9da38f969b404385,GraphClust-2-rounds-rnafold-SHAPE (imported from uploaded file) (imported from uploaded file),"{2: [], 3: [2], 4: [3], 5: [2, 4], 6: [2, 5], 7: [2, 6], 8: [2, 7], 9: [8, 7], 10: [9], 11: [10, 2], 12: [2, 11, 7], 13: [2, 12, 5, 6], 14: [2, 13], 15: [2, 14], 16: [14, 15], 17: [16], 18: [17, 2], 19: [18, 12, 2, 14]}","[preproc, viennarna_rnafold, structure_to_gspan, nspdk_sparse, NSPDK_candidateClust, preMloc, locarna_best_subtree, cmFinder, infernal_cmbuild, infernal_cmsearch, glob_report, NSPDK_candidateClust, preMloc, locarna_best_subtree, cmFinder, infernal_cmbuild, infernal_cmsearch, glob_report]",
1015,,970f986c4ec3adcb,Proper unique on a column,"{1: [], 2: [1], 3: [2]}","[Cut1, sort1, cshl_uniq_tool]",
1016,,9f5f5402f1f91627,-->Cufflinks-->CuffDiff',"{3: [], 4: [], 5: [], 6: []}","[deeptools_bamCoverage, cufflinks, cufflinks, deeptools_bamCoverage]",
1017,,9a7516e2c2228cc5,Finding 2 genes close to each other,"{2: [], 3: [], 4: [2], 5: [3], 6: [4], 7: [5], 8: [6], 9: [7], 10: [8], 11: [9], 12: [11], 13: [12], 14: [10, 13], 15: [14], 16: [15]}","[ncbi_tblastn_wrapper, ncbi_tblastn_wrapper, Cut1, Cut1, Add_a_column1, Add_a_column1, Add_a_column1, Add_a_column1, Cut1, Add_a_column1, Add_a_column1, Cut1, gops_intersect_1, sort1, Grouping1]",
1018,,950aac5a98547a11,Workflow constructed from history 'moFF Testing1',{3: []},[proteomics_moff],
1019,,91b3f6987ed61db1,FilterFailed-GraphClust-1r-brnashapes (imported from uploaded file) (imported from uploaded file),"{1: [], 2: [1], 3: [1, 2], 4: [1, 3], 5: [1, 4], 6: [1, 5], 7: [1, 5], 8: [5, 6], 9: [8], 10: [9], 11: [1, 10]}","[preproc, gspan, nspdk_sparse, NSPDK_candidateClust, preMloc, locarna_best_subtree, glob_report, cmFinder, infernal_cmbuild, __FILTER_FAILED_DATASETS__, infernal_cmsearch]",
1020,,981c44ffeecabf09,Workflow constructed from history 'TEST Remap Unproper(Discordant+Single reads) reads',"{0: [], 1: [], 2: [1]}","[samtools_rmdup, bedtools_bamtofastq, tophat2]",
1021,,9d09812d04469609,calling meth,"{3: [], 4: [], 5: [], 6: [3], 7: [3], 8: [4], 9: [6], 10: [6], 11: [6], 12: [6], 13: [7], 14: [5, 7], 15: [8], 16: [10], 17: [11], 18: [12], 19: [10, 12], 20: [13], 21: [15], 22: [17], 23: [16, 18], 24: [10, 19, 12], 25: [20], 26: [19, 21], 27: [22], 28: [23], 29: [25], 30: [26], 31: [27, 19], 32: [29], 33: [31], 34: [32, 19], 35: [34]}","[methtools_calling, Filter1, Cut1, cshl_sort_header, cshl_sort_header, Add_a_column1, methtools_destrand, bedtools_intersectbed_bam, Filter1, bedtools_intersectbed_bam, cshl_uniq_tool, bedtools_intersectbed_bam, Cut1, Cut1, Add_a_column1, Cut1, methtools_dmr, Filter1, wig_to_bigWig, Cut1, Paste1, methtools_plot, Add_a_column1, deeptools_computeMatrix, wig_to_bigWig, r_correlation_matrix, Cut1, deeptools_heatmapper, deeptools_computeMatrix, wig_to_bigWig, deeptools_heatmapper, deeptools_computeMatrix, deeptools_heatmapper]",
1022,,93988f401cdb80ec,GLIMMER_to_GFF,"{0: [], 1: [0], 2: [1], 3: [2], 4: [3], 5: [4], 6: [5], 7: [6], 8: [7], 9: [7], 10: [9], 11: [8, 10], 12: [11]}","[Remove beginning1, Cut1, addValue, addValue, addValue, addValue, Cut1, cshl_sed_tool, Filter1, Filter1, Cut1, cat1, Cut1]",
1023,,9039df180467eefe,Galaxy Introduction,"{2: [], 3: [], 4: [2], 5: [2], 6: [5], 7: [6], 8: [3, 6], 9: [8]}","[cshl_awk_tool, get_flanks1, tp_tac, tp_replace_in_column, tp_replace_in_column, CONVERTER_interval_to_bed_0, gops_intersect_1, Count1]",
1024,,9aff092c95cb518e,SNP calling,"{1: [], 2: [1], 3: [2], 4: [3]}","[vcfallelicprimitives, snpSift_filter, snpSift_annotate, snpEff]",
1025,,9ff23d3ac821a785,Workflow constructed from history 'galaxy tut day1',"{2: [], 3: [], 4: [], 5: [2], 6: [2], 7: [3], 8: [3], 9: [6], 10: [9], 11: [10, 4], 12: [11]}","[tp_replace_in_line, cshl_awk_tool, get_flanks1, CONVERTER_interval_to_bed_0, tp_replace_in_line, tp_replace_in_line, tp_replace_in_line, tp_replace_in_line, CONVERTER_interval_to_bed_0, gops_intersect_1, Count1]",
1026,,935c3c4684096b4b,Workflow constructed from history 'Galaxy intro part 1 live',"{2: [], 3: [2], 4: [3]}","[gops_intersect_1, Count1, barchart_gnuplot]",
1027,,9cf70739a7d34ed5,Workflow constructed from history 'Exome-seq workshop 2015',"{2: [], 3: [2], 4: [3], 5: [4], 6: [5]}","[freebayes, vcfallelicprimitives, snpSift_filter, snpSift_annotate, snpEff]",
1028,,944acc1169139033,from fastsanger to HTseq count_FastQC_Trim Galore_Tophat_HTseq-count,"{1: [], 2: [], 3: [], 4: [3], 5: [4]}","[fastqc, bowtie2, trim_galore, tophat2, htseq_count]",
1029,,9310ecaa4482e663,"Add ""chr"" at beginning of each line","{1: [], 2: [1], 3: [2]}","[addValue, mergeCols1, Cut1]",
1030,,95eeccca20ef04ba,CYP-Finder (AUGUSTUS/TMHMM),"{7: [], 8: [], 9: [], 10: [], 11: [], 12: [], 13: [], 14: [7], 15: [7], 16: [8], 17: [9], 18: [10], 19: [11], 20: [13], 21: [13], 22: [14], 23: [15], 24: [16], 25: [17], 26: [18], 27: [19], 28: [20], 29: [21], 30: [22], 31: [23], 32: [24], 33: [25], 34: [26], 35: [27], 36: [28], 37: [29], 38: [30], 39: [31], 40: [32], 41: [33], 42: [34], 43: [35], 44: [36], 45: [37], 46: [38], 47: [41], 48: [42], 49: [43], 50: [45], 51: [46], 52: [40, 47], 53: [48], 54: [49], 55: [50], 56: [51], 57: [52, 39], 58: [54], 59: [55], 60: [56, 57], 61: [58, 53], 62: [60], 63: [12, 61], 64: [63], 65: [64], 66: [65], 67: [66, 44], 68: [67, 59], 69: [68]}","[augustus, EMBOSS: fuzztran39, EMBOSS: fuzztran39, EMBOSS: fuzztran39, EMBOSS: fuzztran39, fasta_compute_length, augustus, tmhmm2, Extract_features1, Grep1, Grep1, Grep1, Grep1, Extract_features1, tmhmm2, cshl_find_and_replace, regex_replace, Add_a_column1, Add_a_column1, Cut1, Cut1, regex_replace, cshl_find_and_replace, cshl_find_and_replace, regex_replace, Add_a_column1, Add_a_column1, Filter1, Filter1, regex_replace, cshl_find_and_replace, cshl_find_and_replace, Cut1, Cut1, Add_a_column1, Add_a_column1, Add_a_column1, Cut1, cshl_find_and_replace, cshl_find_and_replace, Cut1, Add_a_column1, Add_a_column1, cshl_find_and_replace, Convert characters1, gops_intersect_1, Cut1, Add_a_column1, Convert characters1, Cut1, gops_intersect_1, Cut1, Cut1, comp1, gops_intersect_1, Cut1, join1, Add_a_column1, Add_a_column1, Cut1, gops_intersect_1, comp1, Cut1]",
1031,,9818fb29a339bc19,Workflow constructed from history 'Galaxy Intro Part 1',"{2: [], 3: [2], 4: [3]}","[gops_intersect_1, Count1, barchart_gnuplot]",
1032,,9729a62b2c8e02fa,"Aptamer Seq Analysis - single reads, sequential clipping","{1: [], 2: [], 3: [2], 4: [3], 5: [4], 6: [5], 7: [6], 8: [7]}","[fastqc, cutadapt, cutadapt, fastq_to_fasta_python, fasta2tab, Grouping1, tp_sort_header_tool, tp_head_tool]",
1033,,93781647a06fc784,Workflow constructed from history 'Galaxy intro with Cell paper',"{2: [], 3: [], 4: [2], 5: [4], 6: [3, 5], 7: [6], 8: [7]}","[cshl_awk_tool, get_flanks1, tp_replace_in_column, tp_replace_in_column, bedtools_intersectbed, Count1, tp_sort_header_tool]",
1034,,96cacc63c2fb8e33,fuzzpro Laccase-Finder - light,"{1: [], 2: [], 3: [1], 4: [1], 5: [1], 6: [3], 7: [4], 8: [5], 9: [6], 10: [9, 7], 11: [8, 9], 12: [10], 13: [11], 14: [2, 12], 15: [2, 13], 16: [14], 17: [15], 18: [16], 19: [17]}","[fasta_filter_by_length, fasta2tab, signalp3, EMBOSS: fuzzpro38, EMBOSS: fuzzpro38, Grep1, Grep1, Grep1, Cut1, comp1, comp1, Cut1, Cut1, comp1, comp1, Cut1, Cut1, tab2fasta, tab2fasta]",
1035,,99161710bab4b290,Proper unique on a column,"{1: [], 2: [1], 3: [2]}","[Cut1, sort1, cshl_uniq_tool]",
1036,,95c19cf5c6a6c6b6,Workflow constructed from history 'intro',"{2: [], 3: [2], 4: [3]}","[gops_intersect_1, Count1, barchart_gnuplot]",
1037,,9f64ac344bb372b7,Workflow constructed from history 'MS2RsaG-G6P',"{2: [], 3: [], 4: [], 5: [], 6: [3], 7: [3], 8: [5], 9: [5]}","[fastqc, trim_galore, fastqc, trim_galore, bowtie2, fastqc, fastqc, bowtie2]",
1038,,9084ee2f34f0cbab,Find secreted proteins with TMHMM and SignalP,"{1: [], 2: [1], 3: [], 4: [3], 5: [4], 6: [3]}","[signalp3, Filter1, seq_filter_by_id, tmhmm2, Filter1, seq_filter_by_id]",
1039,,90bffcfb131331df,Copy of Peptide identification and quantification MSGF+ 2.2,"{2: [], 3: [2], 4: [2], 5: [3], 6: [3], 7: [5, 6], 8: [7], 9: [8], 10: [9], 11: [10], 12: [10], 13: [11], 14: [2, 12], 15: [13], 16: [14], 17: [14], 18: [16], 19: [16], 20: [18], 21: [18], 22: [18], 23: [21], 24: [22], 25: [22], 26: [24], 27: [24]}","[FeatureFinderMultiplex, HighResPrecursorMassCorrector, FileInfo, MSGFPlusAdapter, MSGFPlusAdapter, IDMerger, ConsensusID, PeptideIndexer, FalseDiscoveryRate, FileInfo, IDFilter, Remove beginning1, IDMapper, collection_column_join, FileFilter, FileInfo, IDConflictResolver, FileInfo, FileInfo, FileMerger, MultiplexResolver, MzTabExporter, FileMerger, FileInfo, MzTabExporter, FileInfo]",
1040,,95d6d85862fc78af,trimming_mapping-SE_PE',"{6: [], 7: [], 8: [], 9: [], 10: [6], 11: [7], 12: [8], 13: [9], 14: [10], 15: [11], 16: [12], 17: [13], 18: [16, 17, 14, 15]}","[trim_galore, trim_galore, trim_galore, trim_galore, tophat2, tophat2, tophat2, tophat2, htseq_count, htseq_count, htseq_count, htseq_count, deseq2]",
1041,,92079c4babdf396c,Workflow constructed from history 'DAY 1 - Galaxy introduction',"{2: [], 3: [2], 4: [3]}","[gops_intersect_1, Count1, barchart_gnuplot]",
1042,,91710811775e8195,"Add ""chr"" at beginning of each line",{1: []},[cshl_awk_tool],
