,annotation,id,name,steps,tags
408,,f26c8c11fdb709b1,Workflow constructed from history 'Galaxy Tutorial dataset_1',"gops_intersect_1,Count1,barchart_gnuplot",
409,,fb8088e7f78d4ac0,"Add ""chr"" at beginning of each line",cshl_awk_tool,
410,,f0d9dba36918a715,Galaxy introduction - extraction,"tp_replace_in_column,get_flanks1,tp_replace_in_column,tp_replace_in_column,CONVERTER_interval_to_bed_0,gops_intersect_1,Grouping1",
411,,f9325684515925e0,Tophat2,"trim_galore,tophat2,samtools_rmdup,deeptools_bam_coverage,htseq_count",
412,,f740fcaee29161eb,Masterworkflow mit Rmkopp und unproper Remap dedupped,"fastqc,trim_galore,fastqc,tophat2,samtools_rmdup,ngsutils_bam_filter,ngsutils_bam_filter,bedtools_bamtofastq,tophat2,samtools_rmdup,picard_MergeSamFiles,bedtools_intersectbed,htseq_count,deeptools_bam_coverage",
413,,f8fa9ef511fb8f23,Copy of ''FLASH_mapdsc_bt2_hg19_v1''_flow2,"__UNZIP_COLLECTION__,flexbar_no_split,remove_tail.py,extract_bcs.py,extract_bcs.py,bowtie2,samtools_flagstat,bam_to_sam,tp_awk_tool,tp_awk_tool,extract_aln_ends.py,merge_pcr_duplicates.py,wc_gnu,rm_spurious_events.py,tp_awk_tool,coords2clnt.py,wc_gnu,bedtools_genomecoveragebed_bedgraph,bedtools_genomecoveragebed_bedgraph,bedtools_genomecoveragebed_bedgraph,tp_awk_tool,tp_awk_tool,wig_to_bigWig,wig_to_bigWig,wig_to_bigWig,bedtools_genomecoveragebed_bedgraph,bedtools_genomecoveragebed_bedgraph,bedtools_genomecoveragebed_bedgraph,cat1,wig_to_bigWig,wig_to_bigWig,wig_to_bigWig",
414,,f1953cd589f2a2f0,44_staps_20bp_bedgraph_new_upstream,"addValue,addValue,Cut1,addValue,get_flanks1,gops_intersect_1,get_flanks1,gops_intersect_1,Add_a_column1,get_flanks1,gops_intersect_1,Add_a_column1,gops_join_1,get_flanks1,gops_intersect_1,Add_a_column1,gops_join_1,Add_a_column1,get_flanks1,gops_intersect_1,Add_a_column1,gops_join_1,Add_a_column1,Grouping1,get_flanks1,gops_intersect_1,Add_a_column1,gops_join_1,Add_a_column1,Grouping1,addValue,get_flanks1,gops_intersect_1,Add_a_column1,gops_join_1,Add_a_column1,Grouping1,addValue,Add_a_column1,get_flanks1,gops_intersect_1,Add_a_column1,gops_join_1,Add_a_column1,Grouping1,addValue,Add_a_column1,Grouping1,get_flanks1,gops_intersect_1,Add_a_column1,gops_join_1,Add_a_column1,Grouping1,addValue,Add_a_column1,Grouping1,get_flanks1,gops_intersect_1,Add_a_column1,gops_join_1,Add_a_column1,Grouping1,addValue,Add_a_column1,Grouping1,get_flanks1,gops_intersect_1,Add_a_column1,gops_join_1,Add_a_column1,Grouping1,addValue,Add_a_column1,Grouping1,get_flanks1,gops_intersect_1,Add_a_column1,gops_join_1,Add_a_column1,Grouping1,addValue,Add_a_column1,Grouping1,get_flanks1,gops_intersect_1,Add_a_column1,gops_join_1,Add_a_column1,Grouping1,addValue,Add_a_column1,Grouping1,get_flanks1,gops_intersect_1,Add_a_column1,gops_join_1,Add_a_column1,Grouping1,addValue,Add_a_column1,Grouping1,get_flanks1,gops_intersect_1,Add_a_column1,gops_join_1,Add_a_column1,Grouping1,addValue,Add_a_column1,Grouping1,get_flanks1,gops_intersect_1,Add_a_column1,gops_join_1,Add_a_column1,Grouping1,addValue,Add_a_column1,Grouping1,get_flanks1,gops_intersect_1,Add_a_column1,gops_join_1,Add_a_column1,Grouping1,addValue,Add_a_column1,Grouping1,get_flanks1,gops_intersect_1,Add_a_column1,gops_join_1,Add_a_column1,Grouping1,addValue,Add_a_column1,Grouping1,get_flanks1,gops_intersect_1,Add_a_column1,gops_join_1,Add_a_column1,Grouping1,addValue,Add_a_column1,Grouping1,get_flanks1,gops_intersect_1,Add_a_column1,gops_join_1,Add_a_column1,Grouping1,addValue,Add_a_column1,Grouping1,get_flanks1,gops_intersect_1,Add_a_column1,gops_join_1,Add_a_column1,Grouping1,addValue,Add_a_column1,Grouping1,get_flanks1,gops_intersect_1,Add_a_column1,gops_join_1,Add_a_column1,Grouping1,addValue,Add_a_column1,Grouping1,get_flanks1,gops_intersect_1,Add_a_column1,gops_join_1,Add_a_column1,Grouping1,addValue,Add_a_column1,Grouping1,get_flanks1,gops_intersect_1,Add_a_column1,gops_join_1,Add_a_column1,Grouping1,addValue,Add_a_column1,Grouping1,get_flanks1,gops_intersect_1,Add_a_column1,gops_join_1,Add_a_column1,Grouping1,addValue,Add_a_column1,Grouping1,get_flanks1,gops_intersect_1,Add_a_column1,gops_join_1,Add_a_column1,Grouping1,addValue,Add_a_column1,Grouping1,get_flanks1,gops_intersect_1,Add_a_column1,gops_join_1,Add_a_column1,Grouping1,addValue,Add_a_column1,Grouping1,get_flanks1,gops_intersect_1,Add_a_column1,gops_join_1,Add_a_column1,Grouping1,addValue,Add_a_column1,Grouping1,get_flanks1,gops_intersect_1,Add_a_column1,gops_join_1,Add_a_column1,Grouping1,addValue,Add_a_column1,Grouping1,get_flanks1,gops_intersect_1,Add_a_column1,gops_join_1,Add_a_column1,Grouping1,addValue,Add_a_column1,Grouping1,get_flanks1,gops_intersect_1,Add_a_column1,gops_join_1,Add_a_column1,Grouping1,addValue,Add_a_column1,Grouping1,cat1,get_flanks1,gops_intersect_1,Add_a_column1,gops_join_1,Add_a_column1,Grouping1,addValue,Add_a_column1,Grouping1,get_flanks1,gops_intersect_1,Add_a_column1,gops_join_1,Add_a_column1,Grouping1,addValue,Add_a_column1,Grouping1,get_flanks1,gops_intersect_1,Add_a_column1,gops_join_1,Add_a_column1,Grouping1,addValue,Add_a_column1,Grouping1,get_flanks1,gops_intersect_1,Add_a_column1,gops_join_1,Add_a_column1,Grouping1,addValue,Add_a_column1,Grouping1,get_flanks1,gops_intersect_1,Add_a_column1,gops_join_1,Add_a_column1,Grouping1,addValue,Add_a_column1,Grouping1,get_flanks1,gops_intersect_1,Add_a_column1,gops_join_1,Add_a_column1,Grouping1,addValue,Add_a_column1,Grouping1,get_flanks1,gops_intersect_1,Add_a_column1,gops_join_1,Add_a_column1,Grouping1,addValue,Add_a_column1,Grouping1,get_flanks1,gops_intersect_1,Add_a_column1,gops_join_1,Add_a_column1,Grouping1,addValue,Add_a_column1,Grouping1,get_flanks1,gops_intersect_1,Add_a_column1,gops_join_1,Add_a_column1,Grouping1,addValue,Add_a_column1,Grouping1,get_flanks1,gops_intersect_1,Add_a_column1,gops_join_1,Add_a_column1,Grouping1,addValue,Add_a_column1,Grouping1,get_flanks1,gops_intersect_1,Add_a_column1,gops_join_1,Add_a_column1,Grouping1,addValue,Add_a_column1,Grouping1,get_flanks1,gops_intersect_1,Add_a_column1,gops_join_1,Add_a_column1,Grouping1,addValue,Add_a_column1,Grouping1,get_flanks1,gops_intersect_1,Add_a_column1,gops_join_1,Add_a_column1,Grouping1,addValue,Add_a_column1,Grouping1,get_flanks1,gops_intersect_1,Add_a_column1,gops_join_1,Add_a_column1,Grouping1,addValue,Add_a_column1,Grouping1,get_flanks1,gops_intersect_1,Add_a_column1,gops_join_1,Add_a_column1,Grouping1,addValue,Add_a_column1,Grouping1,Add_a_column1,gops_join_1,Add_a_column1,Grouping1,addValue,Add_a_column1,Grouping1,gops_join_1,Add_a_column1,Grouping1,addValue,Add_a_column1,Grouping1,Add_a_column1,Grouping1,addValue,Add_a_column1,Grouping1,Grouping1,addValue,Add_a_column1,Grouping1,addValue,Add_a_column1,Grouping1,Add_a_column1,Grouping1,Grouping1,cat1,cat1",
415,,f8ada1b54177211f,PEPP_naivepeak_v6fixupdown,"bamFilter,bamFilter,bamFilter,bamFilter,bedtools_bamtobed,bedtools_bamtobed,sort1,sort1,bedtools_mergebed,bedtools_mergebed,tp_cat,sort1,bedtools_mergebed,tp_awk_tool,bed2gff1,tp_awk_tool,htseq_count,htseq_count,tp_awk_tool,deseq2,tp_sort_header_tool,Filter1,Filter1,comp1,comp1",
416,,fe9453de3c92561a,MSGFplus test,"MSGFPlusAdapter,PeptideIndexer,FalseDiscoveryRate,IDFilter,FileInfo",
417,,f7d3d7ba0ceed59d,Structural annotation 2_from genes to proteins,"EMBOSS: transeq101,fasta2tab,tp_replace_in_column,tp_replace_in_column,Grep1,tp_cut_tool,tp_replace_in_column",
418,,f6d597fd0ac510a7,Glimmer gene calling with trainingset.,"glimmer_build-icm,glimmer_knowlegde-based,EMBOSS: transeq101",
419,,f31f8f4817fe3a1c,Workflow constructed from history 'human iRECs _TopHat aligned',"trim_galore,tophat2",
420,,fdaec629c818a815,Finding 2 genes close to each other,"ncbi_tblastn_wrapper,ncbi_tblastn_wrapper,Cut1,Cut1,Add_a_column1,Add_a_column1,Add_a_column1,Add_a_column1,Cut1,Add_a_column1,Add_a_column1,Cut1,gops_intersect_1,sort1,Grouping1",
421,,f41816edd143cefc, 'ChIP-seq analysis-bowtie',"fastqc,bowtie2",
422,,fa911fd5ef25a26e,Mothur MiSeq SOP (Tutorial) (imported from uploaded file),"mothur_make_contigs,nwdisplay,mothur_summary_seqs,mothur_screen_seqs,mothur_unique_seqs,mothur_count_seqs,mothur_align_seqs,mothur_summary_seqs,mothur_screen_seqs,mothur_filter_seqs,mothur_unique_seqs,mothur_pre_cluster,mothur_chimera_uchime,mothur_remove_seqs,mothur_summary_seqs,mothur_classify_seqs,mothur_remove_lineage,mothur_get_groups,mothur_remove_groups,mothur_seq_error,mothur_dist_seqs,mothur_cluster_split,mothur_cluster,mothur_make_shared,mothur_classify_otu,mothur_make_shared,mothur_count_groups,mothur_sub_sample,mothur_rarefaction_single,mothur_summary_single,mothur_dist_shared,krona-text,mothur_rarefaction_single,mothur_count_groups,collapse_dataset,collapse_dataset,mothur_heatmap_sim,mothur_tree_shared,mothur_pcoa,mothur_nmds,mothur_nmds,mothur_amova,mothur_homova,mothur_venn,mothur_get_communitytype,mothur_metastats,mothur_lefse,mothur_classify_rf,XY_Plot_1,mothur_parsimony,mothur_corr_axes,mothur_corr_axes",
423,,f719dfb3cea312c0,Moff_eigene_Databases,"FileConverter,search_gui,peptide_shaker,tp_replace_in_line,tp_replace_in_line,tp_replace_in_line,tp_replace_in_line,tp_replace_in_line,tp_replace_in_line,proteomics_moff",
424,,f78eaa9167bc3fd2,Shuffle Sequences,"EMBOSS: shuffleseq87,fasta2tab,addValue,Cut1,tab2fasta",
425,,ff00612618a0dbde,workflow for exom seq,"freebayes,vcfallelicprimitives,snpSift_filter,snpSift_annotate,snpEff",
426,,f0773586e2d23da0,miRNA RNA-Seq analysis Tophat Cufflinks,"fastq_groomer,fastq_groomer,trim_galore,fastqc,tophat2,tophat2,fastqc,rseqc_bam2wig,sam_merge2,wig_to_bigWig,cufflinks,Extract_features1",
427,,f00b862b06093636,BlockClustWorkflow_clustering,"blockclust,sort1,blockbuster,blockclust",
428,,f63b66e8a36e6bf0,Exome analysis,"freebayes,vcfallelicprimitives,snpSift_filter,snpSift_annotate,snpEff",
429,,f214b6e326562aa7,first_round (imported from uploaded file),"NSPDK_candidateClust,preMloc,locarna_best_subtree,cmFinder,infernal_cmbuild,infernal_cmsearch,glob_report",
430,,f2a163b2a68f1266,Workflow constructed from history 'sophisticated approch tutorial',"Cut1,cshl_sort_header,cshl_uniq_tool",
431,,f733edb5c0b01e8d,UMR_LMR to bed,"Remove beginning1,addValue,mergeCols1,addValue,Cut1,Filter1,Filter1",
432,,fc35d79098080a96,ASaiM - Metagenomic assembly with MetaSPAdes,"fastqc,trim_galore,fastqc,metaspades,bowtie2,quast,valet,multiqc",
433,,f709a71c8caf52ed,Bam_mapping-to_Bigwig_61_bp_nucleosome_middle',"bedtools_bamtobed,Filter1,get_flanks1,bedtools_genomecoveragebed_bedgraph,wig_to_bigWig",
434,,f0f21abc5f9fc505,Workflow Exome-seq,"freebayes,vcfallelicprimitives,snpSift_filter,snpSift_annotate,snpEff",
435,,ffb2d25188d32106,Workflow constructed from history 'teaching  - preprocessing mt data',"fastqc,cutadapt,fastqc,bg_sortmerna,trimmomatic,fastqc,fastq_to_fasta_python",
436,,ffe93ec81afefd09,VariantCalling-FreeBayes,"freebayes,vcfallelicprimitives,vt_normalize,snpSift_filter,snpSift_annotate,snpEff",
437,,f2f1444f9bf33a5b,"Add ""chr"" at beginning of each line",cshl_awk_tool,
438,,f87693deafd26394,Selex_datasets_preprocessing,"iuc_pear,fastq_to_tabular,Filter1,Grouping1,tp_sort_header_tool,Grouping1,sort1",selex
439,,ff58c3554c48c309,imported: BlockClustWorkflow_complete,"blockclust,sort1,blockbuster,blockclust,Extract genomic DNA 1,infernal_cmsearch,blockclust",
440,,f8a4722c73fc6438,DE analysis,"deseq2,Filter1,Filter1,Filter1,hgv_david,hgv_david",
441,,f3585e2697e12b08,"Workflow constructed from history 'RNA-seq, noon', add merge cut","addValue,mergeCols1,Cut1",
442,,fede527830f45789,Pancreas_preprocessing,"cardinal_qc,cardinal_preprocessing",
443,,ff71d97eaa39efae,test dsc input workflow,bowtie2,
444,,f5db22da2a733a59,test,fastqc,
445,,f97db3b1acdeacff,Galaxy Course Monday 20130218 Workflow,"Count1,barchart_gnuplot",
446,,f5e2e882b1f0e273,QC_list_dataset_pairs,"fastqc,trim_galore,fastqc",
447,,f56000e1d4837752,Workflow_ChIP-seq,"deeptools_computeGCBias,deeptools_computeGCBias,deeptools_computeGCBias,deeptools_computeGCBias,deeptools_computeGCBias,deeptools_computeGCBias,deeptools_computeGCBias,deeptools_bamCorrelate,deeptools_computeGCBias,deeptools_bamFingerprint,picard_BamIndexStats,deeptools_bamCoverage,picard_BamIndexStats,deeptools_bamCoverage,deeptools_bamCompare,macs2_callpeak,deeptools_computeMatrix,deeptools_heatmapper",
448,,fa5b395d4489e5ac,"Add ""chr"" at beginning of each line",cshl_awk_tool,
449,,f6728d6813c55627,Workflow constructed from history 'FFPE TAILS',"HighResPrecursorMassCorrector,HighResPrecursorMassCorrector,HighResPrecursorMassCorrector,HighResPrecursorMassCorrector,HighResPrecursorMassCorrector,HighResPrecursorMassCorrector,FeatureFinderMultiplex,FeatureFinderMultiplex,FeatureFinderMultiplex,FeatureFinderMultiplex,FeatureFinderMultiplex,FeatureFinderMultiplex,HighResPrecursorMassCorrector,HighResPrecursorMassCorrector,HighResPrecursorMassCorrector,HighResPrecursorMassCorrector,HighResPrecursorMassCorrector,HighResPrecursorMassCorrector,FeatureFinderMultiplex,FeatureFinderMultiplex,FeatureFinderMultiplex,FeatureFinderMultiplex,FeatureFinderMultiplex,FeatureFinderMultiplex,MSGFPlusAdapter,MSGFPlusAdapter,MSGFPlusAdapter,MSGFPlusAdapter,MSGFPlusAdapter,MSGFPlusAdapter,MSGFPlusAdapter,MSGFPlusAdapter,MSGFPlusAdapter,MSGFPlusAdapter,MSGFPlusAdapter,MSGFPlusAdapter,IDMapper,IDMapper,IDMapper,IDMapper,IDMapper,IDMapper,MSGFPlusAdapter,MSGFPlusAdapter,MSGFPlusAdapter,MSGFPlusAdapter,MSGFPlusAdapter,MSGFPlusAdapter,MSGFPlusAdapter,MSGFPlusAdapter,MSGFPlusAdapter,MSGFPlusAdapter,MSGFPlusAdapter,MSGFPlusAdapter,IDMapper,IDMapper,IDMapper,IDMapper,IDMapper,IDMapper,PeptideIndexer,PeptideIndexer,PeptideIndexer,PeptideIndexer,PeptideIndexer,PeptideIndexer,PeptideIndexer,PeptideIndexer,PeptideIndexer,PeptideIndexer,PeptideIndexer,PeptideIndexer,IDConflictResolver,IDConflictResolver,IDConflictResolver,IDConflictResolver,IDConflictResolver,IDConflictResolver,PeptideIndexer,PeptideIndexer,PeptideIndexer,PeptideIndexer,PeptideIndexer,PeptideIndexer,PeptideIndexer,PeptideIndexer,PeptideIndexer,PeptideIndexer,PeptideIndexer,PeptideIndexer,IDConflictResolver,IDConflictResolver,IDConflictResolver,IDConflictResolver,IDConflictResolver,IDConflictResolver,FileFilter,FileFilter,FileFilter,FileFilter,FileFilter,FileFilter,FileFilter,FileFilter,FileFilter,FileFilter,FileFilter,FileFilter,FileMerger,MzTabExporter",
450,,facb8bab8bda58c9,named_sailfish,sailfish,
451,,f20ed101125df87d,Workflow constructed from history 'Lee RNA-seq',"trim_galore,trim_galore,trim_galore,trim_galore,trim_galore,trim_galore,trim_galore,trim_galore,trim_galore,trim_galore,tophat2,tophat2,tophat2,tophat2,tophat2,tophat2,tophat2,tophat2,tophat2,tophat2,cufflinks,cufflinks,cufflinks,cufflinks,cufflinks,cufflinks,cufflinks,cufflinks,cufflinks,cufflinks,cuffmerge,cuffdiff,cuffdiff",
452,,fbe47c57e7e49e01,1212,"fastq_groomer,fastq_to_tabular,Grep1,Grep1,Grep1,Grep1,tabular_to_fastq,tabular_to_fastq,fastq_groomer,fastq_groomer,bwameth,bwameth,pileometh,pileometh",
453,,f61b4069f60fe4de,FLASHseq_full_hisat2_hg19 editdist nonunique bamout cleanup (imported from uploaded file),"flexbar_no_split,tp_sed_tool,remove_tail.py,extract_bcs.py,tp_awk_tool,tp_awk_tool,extract_bcs.py,convert_bc_to_binary_RY.py,flexbar_split_RR_bcs,extract_bcs.py,extract_bcs.py,flexbardsc,flexbardsc,hisat2,hisat2,samtools_flagstat,bamFilter,samtools_flagstat,bamFilter,tp_awk_tool,extract_aln_ends.py,tp_awk_tool,extract_aln_ends.py,merge_pcr_duplicates.py,wc_gnu,merge_pcr_duplicates.py,wc_gnu,rm_spurious_events.py,tp_awk_tool,rm_spurious_events.py,tp_awk_tool,wc_gnu,tp_cut_tool,wc_gnu,tp_cut_tool,tp_awk_tool,picard_FilterSamReads,tp_awk_tool,picard_FilterSamReads,cat1,cat1",
454,,f12fa022b5aff822,AUC_60bp_up_-105-45_middle-30+30_down_+45-+105,"bg_uniq,Add_a_column1,Add_a_column1,Cut1,addValue,tp_sort_header_tool,get_flanks1,get_flanks1,addValue,addValue,addValue,cat1,gops_intersect_1,gops_intersect_1,gops_intersect_1,gops_intersect_1,gops_intersect_1,gops_intersect_1,gops_join_1,gops_join_1,gops_join_1,gops_join_1,gops_join_1,gops_join_1,Add_a_column1,Add_a_column1,Add_a_column1,Add_a_column1,Add_a_column1,Add_a_column1,Add_a_column1,Add_a_column1,Add_a_column1,Add_a_column1,Add_a_column1,Add_a_column1,Add_a_column1,Add_a_column1,Add_a_column1,Add_a_column1,Add_a_column1,Add_a_column1,Grouping1,Grouping1,Grouping1,Grouping1,Grouping1,Grouping1,tp_multijoin_tool,Convert characters1,tp_cut_tool,tp_sort_header_tool,Filter1,Filter1,Filter1,Filter1,join1,join1",
455,,f2d8b706741d8f62,RNASeq_differential_expression_analysis_2.2 (imported from uploaded file),deseq2,
456,,f294e7ab42ec49cd,"Add ""chr"" at beginning of each line",cshl_awk_tool,
457,,f3b02ef95f29f7cd,20170213 Galaxy Introduction - extraction,"tp_replace_in_column,get_flanks1,tp_replace_in_column,tp_replace_in_column,CONVERTER_interval_to_bed_0,gops_intersect_1,Grouping1",
458,,f5c87a5c67eda884,Ref based RNA Seq tutorial,"fastqc,fastqc,trim_galore,hisat2,htseq_count,sort1",
459,,f6cb3bc86af23da5,treat/ctrl/inp 'Medip-CQ-to-Heatmap_without-rmdup'',"fastqc,bowtie2,fastqc,bowtie2,fastqc,bowtie2,deeptools_computeGCBias,deeptools_computeGCBias,deeptools_bamFingerprint,deeptools_bamCorrelate,deeptools_bamCompare,macs2_callpeak,deeptools_bamFingerprint,deeptools_computeGCBias,macs2_callpeak,deeptools_bamCompare,deeptools_bamCorrelate,deeptools_computeMatrix,deeptools_computeMatrix,deeptools_computeMatrix,deeptools_computeMatrix,deeptools_heatmapper,deeptools_heatmapper,deeptools_heatmapper,deeptools_heatmapper",
460,,fafd35b6352248a3,RNA-Klassifikation v2,"fastqc,bowtie2,fastqc,bowtie2,seq_filter_by_mapping,seq_filter_by_mapping,cshl_fastq_to_fasta,cshl_fastq_to_fasta,fasta_filter_by_length,fasta_filter_by_length,fasta_filter_by_length,fasta_filter_by_length,infernal_cmsearch,infernal_cmsearch,infernal_cmsearch,Convert characters1,Convert characters1,Filter1,Filter1,Filter1,Filter1,Grouping1,Grouping1,Grouping1",
461,,f391fdfdfc9521a3,Workflow constructed from history 'Galaxy Introduction',"tp_tail_tool,tp_replace_in_column,get_flanks1,tp_replace_in_column,CONVERTER_interval_to_bed_0,tp_replace_in_column,tp_tail_tool,CONVERTER_interval_to_bed_0,gops_intersect_1,Grouping1",
462,,f29db6b1cded4c64,Copy of 'fuzzpro CYP-Finder' shared by 'leon.fuertges@pharmazie.uni-freiburg.de',"fasta_filter_by_length,fasta2tab,tmhmm2,EMBOSS: fuzzpro38,EMBOSS: fuzzpro38,cshl_find_and_replace,Grep1,Grep1,cshl_find_and_replace,Filter1,Filter1,cshl_find_and_replace,Add_a_column1,Cut1,cshl_find_and_replace,Cut1,Convert characters1,gops_intersect_1,Cut1,comp1,Filter1,Cut1,comp1,tab2fasta,Cut1,ncbi_blastp_wrapper,ncbi_rpsblast_wrapper,comp1,Cut1,Cut1,tab2fasta,ncbi_rpsblast_wrapper,ncbi_blastp_wrapper,Cut1",
463,,fac0d9075b9ba37c,Copy of 'Copy of 'RNAseq_single_CM'',"samtools_rmdup,cufflinks,deeptools_bamCoverage",
464,,f1d4889143359225,"Add ""chr"" at beginning of each line",cshl_awk_tool,
465,,f41440a02a7a6c0f,myworkflow,"Filter1,gops_join_1,Grouping1,Grouping1,tp_sort_header_tool,tp_sort_header_tool",
466,,fc2b96de7694d86d,Fastqsanger to Bigwig and htseq with RmDup,"fastqc,fastqc,trim_galore,tophat2,samtools_rmdup,htseq_count,bedtools_intersectbed,deeptools_bam_coverage",
467,,f7c7e6fe53f195ba,fastqc,fastqc,
468,,f9bce1a324e6e108,Workflow constructed from history 'Galaxy beginners tutorial',"charts,cshl_awk_tool,get_flanks1,cshl_find_and_replace,cshl_find_and_replace,cshl_find_and_replace,CONVERTER_interval_to_bed_0,CONVERTER_interval_to_bed_0,gops_intersect_1,CONVERTER_bed_gff_or_vcf_to_bigwig_0,Count1",
469,,f4c83d9b605b8c8a,"Add ""chr"" at beginning of each line",cshl_awk_tool,
470,,f37a1cdb8af2b1c8,Workflow constructed from history 'History Tuesday (ChIP-seq)',"fastqc,trimmomatic,fastqc,trimmomatic,fastqc,trimmomatic,fastqc,trimmomatic,fastqc,trimmomatic,fastqc,trimmomatic,fastqc,trimmomatic,fastqc,trimmomatic,fastqc,bwa_wrapper,fastqc,bwa_wrapper,fastqc,bwa_wrapper,fastqc,bwa_wrapper,fastqc,bwa_wrapper,fastqc,bwa_wrapper,fastqc,bwa_wrapper,fastqc,bwa_wrapper,samtools_idxstats,samtools_idxstats,samtools_idxstats,deeptools_bam_compare,samtools_idxstats,deeptools_plot_fingerprint,macs2_callpeak,deeptools_bam_compare,samtools_idxstats,samtools_idxstats,samtools_idxstats,deeptools_bam_compare,samtools_idxstats,deeptools_multi_bam_summary,deeptools_plot_fingerprint,macs2_callpeak,deeptools_bam_compare,deeptools_plot_correlation,deeptools_plot_correlation,deeptools_plot_correlation,deeptools_plot_correlation,deeptools_plot_correlation,bedtools_intersectbed,bedtools_intersectbed,bedtools_intersectbed,deeptools_compute_matrix,deeptools_compute_matrix,deeptools_plot_heatmap",
471,,f0a2a0a641d241a4,imported: ST366,"msconvert3_raw,msconvert3_raw,silac_analyzer,proteomics_search_tandem_1,proteomics_search_peptide_prophet_1,proteomics_search_peptide_prophet_1,openms_id_file_converter,proteomics_search_protein_prophet_1,openms_id_mapper,openms_id_file_converter,openms_protein_quantifier",
472,,f141222e1f716441,GraphClust-1r-brnashapes (imported from uploaded file) (imported from uploaded file),"preproc,gspan,nspdk_sparse,NSPDK_candidateClust,preMloc,locarna_best_subtree,cmFinder,infernal_cmbuild,infernal_cmsearch,glob_report",
473,,f47ecb22b2e05adf,Galaxy Intro workflow,"tp_replace_in_column,get_flanks1,tp_replace_in_column,tp_replace_in_column,CONVERTER_interval_to_bed_0,gops_intersect_1,Grouping1",
474,,f5addc3e7629343d,Proper unique on a column,"Cut1,sort1,cshl_uniq_tool",
475,,fbdb926db3aa4b1e,dev FLASH_full_hisat2_hg19,"flexbar_no_split,tp_sed_tool,remove_tail.py,extract_bcs.py,tp_awk_tool,tp_awk_tool,extract_bcs.py,convert_bc_to_binary_RY.py,flexbar_split_RR_bcs,extract_bcs.py,extract_bcs.py,flexbardsc,flexbardsc,secretbt2test,secretbt2test,samtools_flagstat,bam_to_sam,samtools_flagstat,bam_to_sam,tp_awk_tool,tp_awk_tool,tp_awk_tool,tp_awk_tool,extract_aln_ends.py,extract_aln_ends.py,merge_pcr_duplicates.py,wc_gnu,merge_pcr_duplicates.py,wc_gnu,rm_spurious_events.py,tp_awk_tool,rm_spurious_events.py,tp_awk_tool,wc_gnu,bedtools_genomecoveragebed_bedgraph,coords2clnt.py,wc_gnu,bedtools_genomecoveragebed_bedgraph,coords2clnt.py,tp_awk_tool,wig_to_bigWig,piranha,tp_awk_tool,wig_to_bigWig,cat1,cat1",
476,,f5a04dd756443461,Exome-Seq,"freebayes,vcfallelicprimitives,snpSift_filter,snpSift_annotate,snpEff",
477,,fed6987ad2f865ea,tgCTS Test,"Grep1,tp_easyjoin_tool,tp_sorted_uniq",
478,,f9c64ed9ed79bddf,Workflow constructed from history 'Normalization',"Filter1,Filter1",
479,,fe352d255ade5bd3,Unnamed workflow,"ncbi_tblastn_wrapper,random_lines1,Cut1,Convert characters1,uniprot,muscle,rbc_mafft,clustalw",
480,,f841eafde55d4370,JAMMnarrowPeak2ID_v1,"tp_awk_tool,tp_sort_header_tool,bedtools_intersectbed,tp_cut_tool,tp_sort_header_tool,tp_sorted_uniq,DatamashOps,tp_sort_header_tool,tp_cut_tool",
481,,f1c053c7c3c90c04,"Add ""chr"" at beginning of each line",cshl_awk_tool,
482,,f97af89963157918,Identification of the binding sites of the T-cell acute lymphocytic leukemia protein 1 (TAL1),"trimmomatic,trimmomatic,bwa_wrapper,bwa_wrapper",
483,,f40074b153c9a221,"Add ""chr"" at beginning of each line",cshl_awk_tool,
484,,f4102ec2275d727f,RNA categorization with EDeN,"eden_sequence_converter,fasta2tab,eden_vectorizer,sklear_numeric_clustering,Paste1",
485,,ff149aa31fbe297c,Workflow constructed from history 'From peak to genes',"tp_tail_tool,tp_replace_in_column,get_flanks1,tp_replace_in_column,CONVERTER_interval_to_bed_0,tp_replace_in_column,bedtools_intersectbed,bedtools_intersectbed_bam,bedtools_intersectbed_bam,bedtools_intersectbed_bam,Grouping1,Grouping1",
486,,f4f998d1a004eb71,MEDIP,"bowtie2,bowtie2,samtools_sort,deeptools_computeGCBias,deeptools_bamCorrelate,samtools_sort,deeptools_computeGCBias,picard_MarkDuplicates,deeptools_bamFingerprint,picard_MarkDuplicates,deeptools_bamCompare,deeptools_computeMatrix,deeptools_computeMatrix,deeptools_heatmapper,deeptools_heatmapper,deeptools_heatmapper,deeptools_heatmapper",
487,,fcda5c92ad313ac5,iCLIP_prep_SEreads_v2_namedinput,"extract_bcs.py,trim_galore,flexbar",
488,,fb05d110138bb616,Workflow constructed from history 'Genome Annotation Workshop - Results',"fasta_compute_length,seq_composition,EMBOSS: geecee41,augustus,aragorn_trna,antismash,ncbi_blastp_wrapper,interproscan,megablast_xml_parser,blastxml_to_top_descr,blast2go,Grep1,seq_filter_by_id,wolf_psort,tmhmm2,Filter1,Filter1",
489,,f7566c711a3e4e5d,Where do my peaks fall?,"bedtools_intersectbed_bam,bedtools_intersectbed_bam,sort1,wc_gnu,cshl_awk_tool,addValue,cshl_uniq_tool,Count1,cat1,barchart_gnuplot",
490,,fda3e637f14b5930,Workflow constructed from history 'Galaxy course',"fastqc,fastqc,tophat2,htseq_count,sort1",
